,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
99,DBI,Designer Brands Inc,2021-05-26T20:00:00.000Z,AMC,-0.19,,,EDT,-14400000,EQUITY
100,CHNG,Change Healthcare Inc,2021-05-26T20:00:00.000Z,AMC,0.36,,,EDT,-14400000,EQUITY
101,CMCO,Columbus McKinnon Corp,2021-05-26T12:30:00.000Z,BMO,0.5,,,EDT,-14400000,EQUITY
102,MCLDF,mCloud Technologies Corp,2021-05-26T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
103,NVDA,NVIDIA Corp,2021-05-26T23:00:00.000Z,AMC,3.27,,,EDT,-14400000,EQUITY
104,CVCO,Cavco Industries Inc,2021-05-26T20:00:00.000Z,AMC,1.92,,,EDT,-14400000,EQUITY
105,DXC,DXC Technology Co,2021-05-26T20:00:00.000Z,AMC,0.7,,,EDT,-14400000,EQUITY
106,NWVCF,Enwave Corp,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
107,VIPRF,Silver Viper Minerals Corp,2021-05-26T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
108,QMCO,Quantum Corp,2021-05-26T20:00:00.000Z,AMC,0.01,,,EDT,-14400000,EQUITY
109,CPRI,Capri Holdings Ltd,2021-05-26T12:30:00.000Z,BMO,0.01,,,EDT,-14400000,EQUITY
110,MOD,Modine Manufacturing Co,2021-05-26T20:00:00.000Z,AMC,0.27,,,EDT,-14400000,EQUITY
111,UVV,Universal Corp,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
112,APPS,Digital Turbine Inc,2021-05-26T20:00:00.000Z,AMC,0.19,,,EDT,-14400000,EQUITY
113,SQIDF,SQI Diagnostics Inc,2021-05-26T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
114,DKS,Dick's Sporting Goods Inc,2021-05-26T12:30:00.000Z,BMO,1.1,,,EDT,-14400000,EQUITY
115,ENS,EnerSys,2021-05-26T20:00:00.000Z,AMC,1.29,,,EDT,-14400000,EQUITY
116,RYB,RYB Education Inc,2021-05-26T20:00:00.000Z,AMC,-0.23,,,EDT,-14400000,EQUITY
117,HLG,Hailiang Education Group Inc,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
118,FOLGF,Falcon Oil & Gas Ltd,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
119,GOTU,GSX Techedu Inc,2021-05-26T12:30:00.000Z,BMO,-0.38,,,EDT,-14400000,EQUITY
120,NVGS,Navigator Holdings Ltd,2021-05-26T20:00:00.000Z,AMC,0.05,,,EDT,-14400000,EQUITY
121,NXGN,NextGen Healthcare Inc,2021-05-26T20:00:00.000Z,AMC,0.19,,,EDT,-14400000,EQUITY
122,VEXTF,Vext Science Inc,2021-05-26T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
123,ZUO,Zuora Inc,2021-05-26T20:00:00.000Z,AMC,-0.04,,,EDT,-14400000,EQUITY
124,SNOW,Snowflake Inc.,2021-05-26T20:00:00.000Z,AMC,-0.16,,,EDT,-14400000,EQUITY
125,LAIX,LAIX Inc,2021-05-26T20:00:00.000Z,AMC,-0.6,,,EDT,-14400000,EQUITY
126,QIFTF,Quorum Information Technologies Inc,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
127,PSTG,Pure Storage Inc,2021-05-26T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
128,OOMA,Ooma Inc,2021-05-26T20:00:00.000Z,AMC,0.08,,,EDT,-14400000,EQUITY
129,WSM,Williams-Sonoma Inc,2021-05-26T20:00:00.000Z,AMC,1.76,,,EDT,-14400000,EQUITY
130,PDD,Pinduoduo Inc,2021-05-26T12:30:00.000Z,BMO,-0.42,,,EDT,-14400000,EQUITY
131,WOWMF,Wow Unlimited Media Inc,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
132,QADA,QAD Inc,2021-05-26T20:00:00.000Z,AMC,0.12,,,EDT,-14400000,EQUITY
133,NTNX,Nutanix Inc,2021-05-26T20:00:00.000Z,AMC,-0.49,,,EDT,-14400000,EQUITY
134,WDAY,Workday Inc,2021-05-26T20:00:00.000Z,AMC,0.73,,,EDT,-14400000,EQUITY
135,OKTA,Okta Inc,2021-05-26T20:00:00.000Z,AMC,-0.2,,,EDT,-14400000,EQUITY
136,PLNHF,Planet 13 Holdings Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
137,QFIN,360 DigiTech Inc,2021-05-27T20:00:00.000Z,AMC,0.79,,,EDT,-14400000,EQUITY
138,AMWD,American Woodmark Corp,2021-05-27T12:30:00.000Z,BMO,1.71,,,EDT,-14400000,EQUITY
139,ADBRF,Aldebaran Resources Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
140,ATHM,Autohome Inc,2021-05-27T12:30:00.000Z,BMO,0.93,,,EDT,-14400000,EQUITY
141,ASND,Ascendis Pharma A/S,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
142,AWF,AllianceBernstein Global High Income Fund Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
143,AWF,AllianceBernstein Global High Income Fund Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
144,PLAN,Anaplan Inc,2021-05-27T12:30:00.000Z,BMO,-0.09,,,EDT,-14400000,EQUITY
145,ADSK,Autodesk Inc,2021-05-27T20:00:00.000Z,AMC,0.94,,,EDT,-14400000,EQUITY
146,AFYA,Afya Ltd,2021-05-27T20:00:00.000Z,AMC,0.3,,,EDT,-14400000,EQUITY
147,BBY,Best Buy Co Inc,2021-05-27T13:30:00.000Z,BMO,1.32,,,EDT,-14400000,EQUITY
148,BURL,Burlington Stores Inc,2021-05-27T12:30:00.000Z,BMO,0.79,,,EDT,-14400000,EQUITY
149,ULTA,Ulta Beauty Inc,2021-05-27T20:00:00.000Z,AMC,1.9,,,EDT,-14400000,EQUITY
150,OLLI,Ollie's Bargain Outlet Holdings Inc,2021-05-27T20:00:00.000Z,AMC,0.63,,,EDT,-14400000,EQUITY
151,BOX,Box Inc,2021-05-27T20:00:00.000Z,AMC,0.17,,,EDT,-14400000,EQUITY
152,RY,Royal Bank of Canada,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
153,RDHL,Redhill Biopharma Ltd,2021-05-27T12:30:00.000Z,BMO,-0.34,,,EDT,-14400000,EQUITY
154,BIOYF,Biosyent Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
155,TD,Toronto-Dominion Bank,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
156,CM,Canadian Imperial Bank of Commerce,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
157,CM,Canadian Imperial Bank of Commerce,2021-05-27T07:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
158,BOSC,BOS Better Online Solutions Ltd,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
159,CRVL,CorVel Corp,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
160,DG,Dollar General Corp,2021-05-27T12:30:00.000Z,BMO,2.13,,,EDT,-14400000,EQUITY
161,VIOT,Viomi Technology Co Ltd,2021-05-27T12:30:00.000Z,BMO,0.1,,,EDT,-14400000,EQUITY
162,COST,Costco Wholesale Corp,2021-05-27T16:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
163,CRLBF,Cresco Labs Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
164,DOMO,Domo Inc,2021-05-27T20:00:00.000Z,AMC,-0.43,,,EDT,-14400000,EQUITY
165,DELL,Dell Technologies Inc,2021-05-27T21:00:00.000Z,AMC,1.57,,,EDT,-14400000,EQUITY
166,DXLG,Destination XL Group Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
167,DLTR,Dollar Tree Inc,2021-05-27T12:30:00.000Z,BMO,1.38,,,EDT,-14400000,EQUITY
168,THBRF,Thunderbird Entertainment Group Inc,2021-05-27T14:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
169,EH,EHang Holdings Ltd,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
170,MCESF,Macro Enterprises Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
171,FANH,Fanhua Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
172,SAFM,Sanderson Farms Inc,2021-05-27T12:30:00.000Z,BMO,2.17,,,EDT,-14400000,EQUITY
173,GCO,Genesco Inc,2021-05-27T12:30:00.000Z,BMO,-0.52,,,EDT,-14400000,EQUITY
174,GPS,Gap Inc,2021-05-27T16:15:00.000Z,TAS,-0.06,,,EDT,-14400000,EQUITY
175,HHR,HeadHunter Group PLC,2021-05-27T10:59:00.000Z,TNS,0.22,,,EDT,-14400000,EQUITY
176,PRVA,Privia Health Group Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
177,GES,Guess? Inc,2021-05-27T20:00:00.000Z,AMC,-0.18,,,EDT,-14400000,EQUITY
178,MOV,Movado Group Inc,2021-05-27T12:30:00.000Z,BMO,-0.08,,,EDT,-14400000,EQUITY
179,HMLP,Hoegh LNG Partners LP,2021-05-27T12:30:00.000Z,BMO,0.4,,,EDT,-14400000,EQUITY
180,HLNE,Hamilton Lane Inc,2021-05-27T12:30:00.000Z,BMO,0.76,,,EDT,-14400000,EQUITY
181,HPQ,HP Inc,2021-05-27T20:00:00.000Z,AMC,0.88,,,EDT,-14400000,EQUITY
182,TITN,Titan Machinery Inc,2021-05-27T12:30:00.000Z,BMO,0.16,,,EDT,-14400000,EQUITY
183,YY,JOYY Inc,2021-05-27T20:00:00.000Z,AMC,0.04,,,EDT,-14400000,EQUITY
184,KRKNF,Kraken Robotics Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
185,TLTFF,Theralase Technologies Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
186,YEXT,Yext Inc,2021-05-27T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
187,CRM,Salesforce.Com Inc,2021-05-27T20:00:00.000Z,AMC,0.88,,,EDT,-14400000,EQUITY
188,VEEV,Veeva Systems Inc,2021-05-27T20:00:00.000Z,AMC,0.78,,,EDT,-14400000,EQUITY
189,VMW,VMware Inc,2021-05-27T20:00:00.000Z,AMC,1.57,,,EDT,-14400000,EQUITY
190,RVVTF,Revive Therapeutics Ltd,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
191,MDT,Medtronic PLC,2021-05-27T12:30:00.000Z,BMO,1.42,,,EDT,-14400000,EQUITY
192,VRRKF,VersaBank,2021-05-27T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
193,KYN,Kayne Anderson Energy Infrastructure Fund Inc,2021-05-28T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
194,BIG,Big Lots Inc,2021-05-28T12:30:00.000Z,BMO,1.67,,,EDT,-14400000,EQUITY
195,NTIOF,National Bank of Canada,2021-05-28T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
196,CBWBF,Canadian Western Bank,2021-05-28T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
197,CAL,Caleres Inc,2021-05-28T12:30:00.000Z,BMO,0.03,,,EDT,-14400000,EQUITY
198,CYPXF,EQ Inc,2021-05-28T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
199,FLOOF,Flower One Holdings Inc,2021-05-28T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
200,HIBB,Hibbett Sports Inc,2021-05-28T12:30:00.000Z,BMO,2.57,,,EDT,-14400000,EQUITY
201,WDDMF,WeedMD Inc,2021-05-28T10:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
