,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
259,SOHU,Sohu.com Ltd,2021-05-14T12:30:00.000Z,BMO,0.48,,,EDT,-14400000,EQUITY
260,SGQRF,SouthGobi Resources Ltd,2021-05-14T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
261,INLB,Item 9 Labs Corp,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
262,DLTNF,Delta 9 Cannabis Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
263,NAT,Nordic American Tanker Ltd,2021-05-17T20:00:00.000Z,AMC,-0.17,,,EDT,-14400000,EQUITY
264,LQSIF,Alcanna Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
265,ACRX,AcelRx Pharmaceuticals Inc,2021-05-17T20:00:00.000Z,AMC,-0.08,,,EDT,-14400000,EQUITY
266,AAP,Advance Auto Parts Inc,2021-05-17T12:30:00.000Z,BMO,3.04,,,EDT,-14400000,EQUITY
267,RAIL,FreightCar America Inc,2021-05-17T12:30:00.000Z,BMO,-0.26,,,EDT,-14400000,EQUITY
268,ACTG,Acacia Research Corp,2021-05-17T08:00:00.000Z,TAS,0.05,,,EDT,-14400000,EQUITY
269,AKU,Akumin Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
270,AYTU,Aytu Biopharma Inc,2021-05-17T20:00:00.000Z,AMC,-0.31,,,EDT,-14400000,EQUITY
271,ADMP,Adamis Pharmaceuticals Corp,2021-05-17T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
272,ALT,Altimmune Inc,2021-05-17T12:30:00.000Z,BMO,-0.47,,,EDT,-14400000,EQUITY
273,ATCX,Atlas Technical Consultants Inc,2021-05-18T03:00:00.000Z,AMC,-0.35,,,EDT,-14400000,EQUITY
274,CLSD,Clearside Biomedical Inc,2021-05-17T20:00:00.000Z,AMC,-0.1,,,EDT,-14400000,EQUITY
275,BCRHF,Blue Capital Reinsurance Holdings Ltd,2021-05-17T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
276,TWNK,Hostess Brands Inc,2021-05-17T12:30:00.000Z,BMO,0.19,,,EDT,-14400000,EQUITY
277,RIOT,Riot Blockchain Inc,2021-05-17T20:00:00.000Z,AMC,0.2,,,EDT,-14400000,EQUITY
278,SGBX,SG Blocks Inc,2021-05-17T10:59:00.000Z,TNS,0.05,,,EDT,-14400000,EQUITY
279,SONN,Sonnet Biotherapeutics Holdings Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
280,ISDAF,Israel Discount Bank Ltd,2021-05-17T12:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
281,XELB,Xcel Brands Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
282,CCHWF,Columbia Care Inc,2021-05-17T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
283,CWBR,CohBar Inc,2021-05-17T20:00:00.000Z,AMC,-0.07,,,EDT,-14400000,EQUITY
284,HWCC,Houston Wire & Cable Co,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
285,NEXT,NextDecade Corp,2021-05-17T12:30:00.000Z,BMO,-0.06,,,EDT,-14400000,EQUITY
286,CREX,Creative Realities Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
287,COE,China Online Education Group,2021-05-17T12:30:00.000Z,BMO,0.05,,,EDT,-14400000,EQUITY
288,VRRM,Verra Mobility Corp,2021-05-17T20:00:00.000Z,AMC,0.0,,,EDT,-14400000,EQUITY
289,SPOFF,Goldspot Discoveries Corp,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
290,LUMIF,Luminex Resources Corp,2021-05-18T03:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
291,CAPC,Capstone Companies Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
292,TRTC,Terra Tech Corp,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
293,VERO,Venus Concept Inc,2021-05-17T20:00:00.000Z,AMC,-0.15,,,EDT,-14400000,EQUITY
294,MEEC,Midwest Energy Emissions Corp,2021-05-17T20:00:00.000Z,AMC,-0.01,,,EDT,-14400000,EQUITY
295,CYRN,Cyren Ltd,2021-05-17T20:00:00.000Z,AMC,-0.05,,,EDT,-14400000,EQUITY
296,OCX,OncoCyte Corp,2021-05-17T20:00:00.000Z,AMC,-0.1,,,EDT,-14400000,EQUITY
297,QRHC,Quest Resource Holding Corp,2021-05-17T20:00:00.000Z,AMC,0.0,,,EDT,-14400000,EQUITY
298,XONE,ExOne Co,2021-05-17T20:00:00.000Z,AMC,-0.21,,,EDT,-14400000,EQUITY
299,DRIO,DarioHealth Corp,2021-05-17T20:00:00.000Z,AMC,-1.04,,,EDT,-14400000,EQUITY
300,MEDIF,Medipharm Labs Corp,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
301,CERE,Cerevel Therapeutics Holdings Inc,2021-05-17T12:30:00.000Z,BMO,-0.41,,,EDT,-14400000,EQUITY
302,CERC,Cerecor Inc,2021-05-17T12:30:00.000Z,BMO,-0.19,,,EDT,-14400000,EQUITY
303,DNMR,Danimer Scientific Inc,2021-05-17T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
304,DDS,Dillard's Inc,2021-05-17T10:59:00.000Z,TNS,1.54,,,EDT,-14400000,EQUITY
305,OMEX,Odyssey Marine Exploration Inc,2021-05-17T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
306,TME,Tencent Music Entertainment Group,2021-05-17T20:00:00.000Z,AMC,0.09,,,EDT,-14400000,EQUITY
307,TOMZ,TOMI Environmental Solutions Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
308,EDRY,EuroDry Ltd,2021-05-17T20:00:00.000Z,AMC,0.27,,,EDT,-14400000,EQUITY
309,OEG,Orbital Energy Group Inc,2021-05-17T12:30:00.000Z,BMO,-0.15,,,EDT,-14400000,EQUITY
310,GSM,Ferroglobe PLC,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
311,ZBISF,Zenabis Global Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
312,GAN,Gan Ltd,2021-05-17T20:00:00.000Z,AMC,-0.02,,,EDT,-14400000,EQUITY
313,XSPA,XpresSpa Group Inc,2021-05-17T16:30:00.000Z,TAS,-0.05,,,EDT,-14400000,EQUITY
314,XSPA,XpresSpa Group Inc,2021-05-17T20:00:00.000Z,AMC,-0.05,,,EDT,-14400000,EQUITY
315,PRCH,Porch Group Inc,2021-05-17T20:00:00.000Z,AMC,-0.27,,,EDT,-14400000,EQUITY
316,GVP,GSE Systems Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
317,HSDT,Helius Medical Technologies Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
318,ONDS,Ondas Holdings Inc,2021-05-17T12:30:00.000Z,BMO,-0.1,,,EDT,-14400000,EQUITY
319,MARK,Remark Holdings Inc,2021-05-17T20:00:00.000Z,AMC,-0.03,,,EDT,-14400000,EQUITY
320,SSY,SunLink Health Systems Inc,2021-05-17T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
321,MLSS,Milestone Scientific Inc,2021-05-17T12:30:00.000Z,BMO,-0.02,,,EDT,-14400000,EQUITY
322,IDEX,Ideanomics Inc,2021-05-17T20:00:00.000Z,AMC,-0.03,,,EDT,-14400000,EQUITY
323,LUNA,Luna Innovations Inc,2021-05-17T20:00:00.000Z,AMC,0.05,,,EDT,-14400000,EQUITY
324,LIVE,Live Ventures Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
325,PAVM,PAVmed Inc,2021-05-17T10:59:00.000Z,TNS,-0.12,,,EDT,-14400000,EQUITY
326,REED,Reed's Inc,2021-05-17T20:00:00.000Z,AMC,-0.03,,,EDT,-14400000,EQUITY
327,MRMD,Marimed Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
328,ONTX,Onconova Therapeutics Inc,2021-05-17T20:00:00.000Z,AMC,-0.03,,,EDT,-14400000,EQUITY
329,RMBL,RumbleON Inc,2021-05-17T12:30:00.000Z,BMO,-1.16,,,EDT,-14400000,EQUITY
330,QIFTF,Quorum Information Technologies Inc,2021-05-17T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
331,SRAX,SRAX Inc,2021-05-17T12:30:00.000Z,BMO,-0.1,,,EDT,-14400000,EQUITY
332,TSSI,TSS Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
333,PLUG,Plug Power Inc,2021-05-17T12:30:00.000Z,BMO,-0.08,,,EDT,-14400000,EQUITY
334,RMTI,Rockwell Medical Inc,2021-05-17T07:00:00.000Z,TAS,-0.09,,,EDT,-14400000,EQUITY
335,TMDI,Titan Medical Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
336,SYTA,Siyata Mobile Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
337,TARO,Taro Pharmaceutical Industries Ltd,2021-05-17T10:59:00.000Z,TNS,0.92,,,EDT,-14400000,EQUITY
338,RAVN,Raven Industries Inc,2021-05-17T20:00:00.000Z,AMC,0.14,,,EDT,-14400000,EQUITY
339,IBIO,Ibio Inc,2021-05-17T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
340,PRPL,Purple Innovation Inc,2021-05-17T12:30:00.000Z,BMO,0.13,,,EDT,-14400000,EQUITY
341,RBCN,Rubicon Technology Inc,2021-05-17T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
342,PRTK,Paratek Pharmaceuticals Inc,2021-05-17T20:00:00.000Z,AMC,-0.38,,,EDT,-14400000,EQUITY
343,MINM,Zoom Telephonics Inc,2021-05-17T08:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
344,DAO,Youdao Inc,2021-05-18T00:30:00.000Z,BMO,-0.53,,,EDT,-14400000,EQUITY
345,SDLPQ,Seadrill Partners LLC,2021-05-17T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
346,NIU,NIU Technologies,2021-05-17T12:30:00.000Z,BMO,0.04,,,EDT,-14400000,EQUITY
347,NCNA,NuCana PLC,2021-05-17T10:59:00.000Z,TNS,-16.91,,,EDT,-14400000,EQUITY
348,LOV,Spark Networks SE,2021-05-17T20:00:00.000Z,AMC,-0.45,,,EDT,-14400000,EQUITY
349,ADI,Analog Devices Inc,2021-05-18T08:00:00.000Z,TAS,1.45,,,EDT,-14400000,EQUITY
350,AVCO,Avalon Globocare Corp,2021-05-18T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
351,AGYS,Agilysys Inc,2021-05-18T20:00:00.000Z,AMC,0.15,,,EDT,-14400000,EQUITY
352,DGLY,Digital Ally Inc,2021-05-18T12:30:00.000Z,BMO,-0.06,,,EDT,-14400000,EQUITY
353,ATCMF,Atico Mining Corp,2021-05-18T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
354,VIAO,VIA Optronics AG,2021-05-18T08:30:00.000Z,TAS,-0.11,,,EDT,-14400000,EQUITY
355,VIAO,VIA Optronics AG,2021-05-18T12:30:00.000Z,BMO,-0.11,,,EDT,-14400000,EQUITY
356,BIDU,Baidu Inc,2021-05-18T12:30:00.000Z,BMO,1.67,,,EDT,-14400000,EQUITY
357,BZUN,Baozun Inc,2021-05-18T12:30:00.000Z,BMO,0.1,,,EDT,-14400000,EQUITY
358,PNRG,Primeenergy Resources Corp,2021-05-18T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
359,CPRT,Copart Inc,2021-05-18T20:00:00.000Z,AMC,0.79,,,EDT,-14400000,EQUITY
360,QUIK,QuickLogic Corp,2021-05-18T20:00:00.000Z,AMC,-0.07,,,EDT,-14400000,EQUITY
361,ECC,Eagle Point Credit Company Inc,2021-05-18T10:00:00.000Z,TAS,0.26,,,EDT,-14400000,EQUITY
362,CSWI,CSW Industrials Inc,2021-05-18T12:30:00.000Z,BMO,0.97,,,EDT,-14400000,EQUITY
363,DQ,Daqo New Energy Corp,2021-05-18T12:30:00.000Z,BMO,1.19,,,EDT,-14400000,EQUITY
364,EIC,Eagle Point Income Company Inc,2021-05-18T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
365,CWCO,Consolidated Water Co Ltd,2021-05-18T12:30:00.000Z,BMO,0.04,,,EDT,-14400000,EQUITY
366,TCS,Container Store Group Inc,2021-05-18T20:00:00.000Z,AMC,0.57,,,EDT,-14400000,EQUITY
367,KC,Kingsoft Cloud Holdings Ltd,2021-05-18T12:30:00.000Z,BMO,-0.15,,,EDT,-14400000,EQUITY
368,HD,Home Depot Inc,2021-05-18T12:30:00.000Z,BMO,3.0,,,EDT,-14400000,EQUITY
369,MODVF,Melcor Developments Ltd,2021-05-18T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
370,DOYU,Douyu International Holdings Ltd,2021-05-18T12:30:00.000Z,BMO,-0.06,,,EDT,-14400000,EQUITY
371,TME,Tencent Music Entertainment Group,2021-05-18T10:59:00.000Z,TNS,0.09,,,EDT,-14400000,EQUITY
372,HLNFF,High Liner Foods Inc,2021-05-18T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
373,GNLN,Greenlane Holdings Inc,2021-05-18T12:30:00.000Z,BMO,-0.07,,,EDT,-14400000,EQUITY
374,TCOM,Trip.com Group Ltd,2021-05-18T20:00:00.000Z,AMC,-0.33,,,EDT,-14400000,EQUITY
375,HWKN,Hawkins Inc,2021-05-18T10:59:00.000Z,TNS,0.26,,,EDT,-14400000,EQUITY
376,OZON,Ozon Holdings PLC,2021-05-18T10:59:00.000Z,TNS,-0.4,,,EDT,-14400000,EQUITY
377,HUIZ,Huize Holding Ltd,2021-05-18T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
378,HUYA,HUYA Inc,2021-05-18T05:00:10.000Z,TAS,0.13,,,EDT,-14400000,EQUITY
379,M,Macy's Inc,2021-05-18T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
380,WMT,Walmart Inc,2021-05-18T07:00:00.000Z,TAS,1.21,,,EDT,-14400000,EQUITY
381,YY,JOYY Inc,2021-05-18T20:00:00.000Z,AMC,0.04,,,EDT,-14400000,EQUITY
382,TRNS,Transcat Inc,2021-05-18T20:00:00.000Z,AMC,0.32,,,EDT,-14400000,EQUITY
383,ROMJF,Rubicon Organics Inc,2021-05-18T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
384,ORIC,Oric Pharmaceuticals Inc,2021-05-18T20:00:00.000Z,AMC,-0.48,,,EDT,-14400000,EQUITY
385,NRBO,Neurobo Pharmaceuticals Inc,2021-05-18T20:00:00.000Z,AMC,-0.16,,,EDT,-14400000,EQUITY
386,NTES,NetEase Inc,2021-05-18T12:30:00.000Z,BMO,0.97,,,EDT,-14400000,EQUITY
387,TTWO,Take-Two Interactive Software Inc,2021-05-18T20:00:00.000Z,AMC,0.67,,,EDT,-14400000,EQUITY
388,TGAN,Transphorm Technology Inc,2021-05-18T10:59:00.000Z,TNS,-0.11,,,EDT,-14400000,EQUITY
389,IQ,IQIYI Inc,2021-05-18T12:30:00.000Z,BMO,-0.37,,,EDT,-14400000,EQUITY
390,SE,Sea Ltd,2021-05-18T12:30:00.000Z,BMO,-0.53,,,EDT,-14400000,EQUITY
391,MHPSY,MHP SE,2021-05-19T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
392,STE,Steris plc,2021-05-18T20:00:00.000Z,AMC,1.77,,,EDT,-14400000,EQUITY
393,YI,111 Inc,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
394,CAAP,Corporacion America Airports SA,2021-05-19T12:30:00.000Z,BMO,-0.26,,,EDT,-14400000,EQUITY
395,SBLK,Star Bulk Carriers Corp,2021-05-19T20:00:00.000Z,AMC,0.43,,,EDT,-14400000,EQUITY
396,ELF,e.l.f. Beauty Inc,2021-05-19T10:59:00.000Z,TNS,0.1,,,EDT,-14400000,EQUITY
397,LB,L Brands Inc,2021-05-19T20:00:00.000Z,AMC,1.2,,,EDT,-14400000,EQUITY
398,TRSSF,Terrascend Corp,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
399,ZTO,ZTO Express (Cayman) Inc,2021-05-19T20:00:00.000Z,AMC,0.16,,,EDT,-14400000,EQUITY
400,SCVL,Shoe Carnival Inc,2021-05-19T20:00:00.000Z,AMC,1.4,,,EDT,-14400000,EQUITY
401,TJX,TJX Companies Inc,2021-05-19T09:30:00.000Z,TAS,0.29,,,EDT,-14400000,EQUITY
402,TGT,Target Corp,2021-05-19T12:30:00.000Z,BMO,2.1,,,EDT,-14400000,EQUITY
403,CATO,Cato Corp,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
404,PGR,Progressive Corp,2021-05-19T12:30:00.000Z,BMO,1.72,,,EDT,-14400000,EQUITY
405,LOW,Lowe's Companies Inc,2021-05-19T12:30:00.000Z,BMO,2.58,,,EDT,-14400000,EQUITY
406,CTXXF,CEMATRIX Corp,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
407,CAE,CAE Inc,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
408,DAVA,Endava PLC,2021-05-19T12:30:00.000Z,BMO,27.56,,,EDT,-14400000,EQUITY
409,EXP,Eagle Materials Inc,2021-05-19T12:30:00.000Z,BMO,1.23,,,EDT,-14400000,EQUITY
410,PLUS,ePlus inc,2021-05-19T20:00:00.000Z,AMC,1.19,,,EDT,-14400000,EQUITY
411,WILC,G Willi-Food International Ltd,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
412,FUTU,Futu Holdings Ltd,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
413,GDS,GDS Holdings Ltd,2021-05-19T20:00:00.000Z,AMC,-0.09,,,EDT,-14400000,EQUITY
414,WLMS,Williams Industrial Services Group Inc,2021-05-19T10:00:00.000Z,TAS,0.05,,,EDT,-14400000,EQUITY
415,VIPS,Vipshop Holdings Ltd,2021-05-19T12:30:00.000Z,BMO,0.37,,,EDT,-14400000,EQUITY
416,IFRX,Inflarx NV,2021-05-19T12:30:00.000Z,BMO,-0.28,,,EDT,-14400000,EQUITY
417,KEYS,Keysight Technologies Inc,2021-05-19T20:00:00.000Z,AMC,1.33,,,EDT,-14400000,EQUITY
418,INXSF,Intouch Insight Ltd,2021-05-19T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
419,PSHIF,PetroShale Inc,2021-05-19T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
420,TRT,Trio-Tech International,2021-05-19T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
421,SUMR,Summer Infant Inc,2021-05-19T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
422,SNPS,Synopsys Inc,2021-05-19T20:00:00.000Z,AMC,1.52,,,EDT,-14400000,EQUITY
423,SY,So-Young International Inc,2021-05-19T12:30:00.000Z,BMO,0.09,,,EDT,-14400000,EQUITY
424,TSKFF,Talisker Resources Ltd,2021-05-19T17:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
425,MANU,Manchester United PLC,2021-05-19T07:00:00.000Z,TAS,1.0,,,EDT,-14400000,EQUITY
426,AINV,Apollo Investment Corp,2021-05-20T20:00:00.000Z,AMC,0.41,,,EDT,-14400000,EQUITY
427,AMAT,Applied Materials Inc,2021-05-20T20:00:00.000Z,AMC,1.51,,,EDT,-14400000,EQUITY
428,ATSAF,ATS Automation Tooling Systems Inc,2021-05-20T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
429,WMS,Advanced Drainage Systems Inc,2021-05-20T12:30:00.000Z,BMO,0.32,,,EDT,-14400000,EQUITY
430,PANW,Palo Alto Networks Inc,2021-05-20T20:00:00.000Z,AMC,1.28,,,EDT,-14400000,EQUITY
431,BJ,BJ's Wholesale Club Holdings Inc,2021-05-20T12:30:00.000Z,BMO,0.56,,,EDT,-14400000,EQUITY
432,BRC,Brady Corp,2021-05-20T12:30:00.000Z,BMO,0.65,,,EDT,-14400000,EQUITY
433,HRL,Hormel Foods Corp,2021-05-20T12:30:00.000Z,BMO,0.41,,,EDT,-14400000,EQUITY
434,KSS,Kohls Corp,2021-05-20T12:30:00.000Z,BMO,-0.01,,,EDT,-14400000,EQUITY
435,WEDXF,Westaim Corp,2021-05-20T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
436,CAN,Canaan Inc,2021-05-20T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
437,DECK,Deckers Outdoor Corp,2021-05-20T20:00:00.000Z,AMC,0.61,,,EDT,-14400000,EQUITY
438,CMDXF,Computer Modelling Group Ltd,2021-05-20T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
439,TOUR,Tuniu Corp,2021-05-20T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
440,RL,Ralph Lauren Corp,2021-05-20T12:30:00.000Z,BMO,-0.76,,,EDT,-14400000,EQUITY
441,CSIQ,Canadian Solar Inc,2021-05-20T12:30:00.000Z,BMO,0.41,,,EDT,-14400000,EQUITY
442,HERXF,Heroux Devtek Inc,2021-05-20T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
443,GLNG,Golar LNG Ltd,2021-05-20T12:30:00.000Z,BMO,0.03,,,EDT,-14400000,EQUITY
444,TGI,Triumph Group Inc,2021-05-20T12:30:00.000Z,BMO,0.08,,,EDT,-14400000,EQUITY
445,MNRO,Monro Inc,2021-05-20T12:30:00.000Z,BMO,0.29,,,EDT,-14400000,EQUITY
446,LSPD,Lightspeed POS Inc,2021-05-20T12:30:00.000Z,BMO,-0.21,,,EDT,-14400000,EQUITY
447,ROST,Ross Stores Inc,2021-05-20T20:00:00.000Z,AMC,0.86,,,EDT,-14400000,EQUITY
448,VLNSF,Velan Inc,2021-05-20T11:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
449,PDD,Pinduoduo Inc,2021-05-20T12:30:00.000Z,BMO,-0.42,,,EDT,-14400000,EQUITY
450,TLGT,Teligent Inc (NEW JERSEY),2021-05-20T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
451,ROIUF,Route1 Inc,2021-05-20T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
452,SVM,Silvercorp Metals Inc,2021-05-20T20:00:00.000Z,AMC,0.04,,,EDT,-14400000,EQUITY
453,MAXN,Maxeon Solar Technologies Ltd,2021-05-20T12:30:00.000Z,BMO,-1.48,,,EDT,-14400000,EQUITY
454,QIWI,Qiwi PLC,2021-05-20T12:30:00.000Z,BMO,0.41,,,EDT,-14400000,EQUITY
