,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
38,SNOW,Snowflake Inc.,2021-05-26T20:00:00.000Z,AMC,-0.16,,,EDT,-14400000,EQUITY
39,LAIX,LAIX Inc,2021-05-26T20:00:00.000Z,AMC,-0.6,,,EDT,-14400000,EQUITY
40,QIFTF,Quorum Information Technologies Inc,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
41,WSM,Williams-Sonoma Inc,2021-05-26T20:00:00.000Z,AMC,1.83,,,EDT,-14400000,EQUITY
42,PDD,Pinduoduo Inc,2021-05-26T12:30:00.000Z,BMO,-0.42,,,EDT,-14400000,EQUITY
43,OOMA,Ooma Inc,2021-05-26T20:00:00.000Z,AMC,0.08,,,EDT,-14400000,EQUITY
44,PSTG,Pure Storage Inc,2021-05-26T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
45,QADA,QAD Inc,2021-05-26T20:00:00.000Z,AMC,0.12,,,EDT,-14400000,EQUITY
46,WOWMF,Wow Unlimited Media Inc,2021-05-26T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
47,NTNX,Nutanix Inc,2021-05-26T20:00:00.000Z,AMC,-0.49,,,EDT,-14400000,EQUITY
48,WDAY,Workday Inc,2021-05-26T20:00:00.000Z,AMC,0.73,,,EDT,-14400000,EQUITY
49,OKTA,Okta Inc,2021-05-26T20:00:00.000Z,AMC,-0.2,,,EDT,-14400000,EQUITY
50,PLNHF,Planet 13 Holdings Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
51,QFIN,360 DigiTech Inc,2021-05-27T20:00:00.000Z,AMC,0.8,,,EDT,-14400000,EQUITY
52,AMWD,American Woodmark Corp,2021-05-27T12:30:00.000Z,BMO,1.71,,,EDT,-14400000,EQUITY
53,ADBRF,Aldebaran Resources Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
54,ATHM,Autohome Inc,2021-05-27T12:30:00.000Z,BMO,0.93,,,EDT,-14400000,EQUITY
55,ASND,Ascendis Pharma A/S,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
56,AWF,AllianceBernstein Global High Income Fund Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
57,AWF,AllianceBernstein Global High Income Fund Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
58,PLAN,Anaplan Inc,2021-05-27T12:30:00.000Z,BMO,-0.09,,,EDT,-14400000,EQUITY
59,ADSK,Autodesk Inc,2021-05-27T20:00:00.000Z,AMC,0.94,,,EDT,-14400000,EQUITY
60,AFYA,Afya Ltd,2021-05-27T20:00:00.000Z,AMC,0.29,,,EDT,-14400000,EQUITY
61,OLLI,Ollie's Bargain Outlet Holdings Inc,2021-05-27T20:00:00.000Z,AMC,0.63,,,EDT,-14400000,EQUITY
62,BBY,Best Buy Co Inc,2021-05-27T13:30:00.000Z,BMO,1.35,,,EDT,-14400000,EQUITY
63,BURL,Burlington Stores Inc,2021-05-27T12:30:00.000Z,BMO,0.83,,,EDT,-14400000,EQUITY
64,ULTA,Ulta Beauty Inc,2021-05-27T20:00:00.000Z,AMC,1.93,,,EDT,-14400000,EQUITY
65,BOX,Box Inc,2021-05-27T20:00:00.000Z,AMC,0.17,,,EDT,-14400000,EQUITY
66,RY,Royal Bank of Canada,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
67,BIOYF,Biosyent Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
68,RDHL,Redhill Biopharma Ltd,2021-05-27T12:30:00.000Z,BMO,-0.34,,,EDT,-14400000,EQUITY
69,TD,Toronto-Dominion Bank,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
70,BOSC,BOS Better Online Solutions Ltd,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
71,CM,Canadian Imperial Bank of Commerce,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
72,CM,Canadian Imperial Bank of Commerce,2021-05-27T07:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
73,CRVL,CorVel Corp,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
74,VIOT,Viomi Technology Co Ltd,2021-05-27T12:30:00.000Z,BMO,0.1,,,EDT,-14400000,EQUITY
75,DG,Dollar General Corp,2021-05-27T12:30:00.000Z,BMO,2.19,,,EDT,-14400000,EQUITY
76,COST,Costco Wholesale Corp,2021-05-27T16:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
77,CRLBF,Cresco Labs Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
78,DOMO,Domo Inc,2021-05-27T20:00:00.000Z,AMC,-0.43,,,EDT,-14400000,EQUITY
79,DELL,Dell Technologies Inc,2021-05-27T21:00:00.000Z,AMC,1.61,,,EDT,-14400000,EQUITY
80,DXLG,Destination XL Group Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
81,DLTR,Dollar Tree Inc,2021-05-27T12:30:00.000Z,BMO,1.4,,,EDT,-14400000,EQUITY
82,THBRF,Thunderbird Entertainment Group Inc,2021-05-27T14:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
83,EH,EHang Holdings Ltd,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
84,MCESF,Macro Enterprises Inc,2021-05-27T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
85,FANH,Fanhua Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
86,SAFM,Sanderson Farms Inc,2021-05-27T12:30:00.000Z,BMO,2.17,,,EDT,-14400000,EQUITY
87,GCO,Genesco Inc,2021-05-27T12:30:00.000Z,BMO,-0.52,,,EDT,-14400000,EQUITY
88,GPS,Gap Inc,2021-05-27T16:15:00.000Z,TAS,-0.05,,,EDT,-14400000,EQUITY
89,HHR,HeadHunter Group PLC,2021-05-27T10:59:00.000Z,TNS,0.22,,,EDT,-14400000,EQUITY
90,GES,Guess? Inc,2021-05-27T20:00:00.000Z,AMC,-0.19,,,EDT,-14400000,EQUITY
91,MOV,Movado Group Inc,2021-05-27T12:30:00.000Z,BMO,-0.08,,,EDT,-14400000,EQUITY
92,PRVA,Privia Health Group Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
93,HMLP,Hoegh LNG Partners LP,2021-05-27T12:30:00.000Z,BMO,0.4,,,EDT,-14400000,EQUITY
94,HLNE,Hamilton Lane Inc,2021-05-27T12:30:00.000Z,BMO,0.76,,,EDT,-14400000,EQUITY
95,HPQ,HP Inc,2021-05-27T20:00:00.000Z,AMC,0.89,,,EDT,-14400000,EQUITY
96,TITN,Titan Machinery Inc,2021-05-27T12:30:00.000Z,BMO,0.16,,,EDT,-14400000,EQUITY
97,YY,JOYY Inc,2021-05-27T20:00:00.000Z,AMC,-0.12,,,EDT,-14400000,EQUITY
98,KRKNF,Kraken Robotics Inc,2021-05-27T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
99,TLTFF,Theralase Technologies Inc,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
100,YEXT,Yext Inc,2021-05-27T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000,EQUITY
101,VEEV,Veeva Systems Inc,2021-05-27T20:00:00.000Z,AMC,0.78,,,EDT,-14400000,EQUITY
102,CRM,Salesforce.Com Inc,2021-05-27T20:00:00.000Z,AMC,0.88,,,EDT,-14400000,EQUITY
103,VMW,VMware Inc,2021-05-27T20:00:00.000Z,AMC,1.76,,,EDT,-14400000,EQUITY
104,RVVTF,Revive Therapeutics Ltd,2021-05-27T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
105,MDT,Medtronic PLC,2021-05-27T12:30:00.000Z,BMO,1.42,,,EDT,-14400000,EQUITY
106,VRRKF,VersaBank,2021-05-27T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
107,KYN,Kayne Anderson Energy Infrastructure Fund Inc,2021-05-28T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
108,BIG,Big Lots Inc,2021-05-28T12:30:00.000Z,BMO,1.69,,,EDT,-14400000,EQUITY
109,NTIOF,National Bank of Canada,2021-05-28T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
110,CBWBF,Canadian Western Bank,2021-05-28T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
111,CAL,Caleres Inc,2021-05-28T12:30:00.000Z,BMO,0.03,,,EDT,-14400000,EQUITY
112,CYPXF,EQ Inc,2021-05-28T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
113,FLOOF,Flower One Holdings Inc,2021-05-28T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
114,HIBB,Hibbett Sports Inc,2021-05-28T12:30:00.000Z,BMO,2.57,,,EDT,-14400000,EQUITY
115,WDDMF,WeedMD Inc,2021-05-28T10:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
116,CALM,Cal-Maine Foods Inc,2021-05-29T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
117,CBWTF,Auxly Cannabis Group Inc,2021-05-31T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
118,AMSC,American Superconductor Corp,2021-05-31T20:00:00.000Z,AMC,-0.21,,,EDT,-14400000,EQUITY
119,CBRL,Cracker Barrel Old Country Store Inc,2021-05-31T12:30:00.000Z,BMO,0.26,,,EDT,-14400000,EQUITY
120,TOUR,Tuniu Corp,2021-05-31T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
121,NGL,NGL Energy Partners LP,2021-05-31T10:59:00.000Z,TNS,-0.06,,,EDT,-14400000,EQUITY
122,THR,Thermon Group Holdings Inc,2021-05-31T12:30:00.000Z,BMO,0.19,,,EDT,-14400000,EQUITY
123,MLAB,Mesa Laboratories Inc,2021-05-31T12:30:00.000Z,BMO,0.25,,,EDT,-14400000,EQUITY
124,PLNHF,Planet 13 Holdings Inc,2021-06-01T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
125,AMBA,Ambarella Inc,2021-06-01T20:00:00.000Z,AMC,0.17,,,EDT,-14400000,EQUITY
126,IDGBF,Indigo Books and Music Inc,2021-06-01T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
127,CTIC,CTI Biopharma Corp,2021-06-01T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
128,BNS,Bank of Nova Scotia,2021-06-01T06:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
129,HPE,Hewlett Packard Enterprise Co,2021-06-01T20:00:00.000Z,AMC,0.42,,,EDT,-14400000,EQUITY
130,GHM,Graham Corp,2021-06-01T12:30:00.000Z,BMO,0.09,,,EDT,-14400000,EQUITY
131,ZM,Zoom Video Communications Inc,2021-06-01T20:00:00.000Z,AMC,0.99,,,EDT,-14400000,EQUITY
132,CMTL,Comtech Telecommunications Corp,2021-06-01T10:59:00.000Z,TNS,-0.01,,,EDT,-14400000,EQUITY
133,INEOF,INEO Tech Corp,2021-06-01T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
134,CGC,Canopy Growth Corp,2021-06-01T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
135,CPB,Campbell Soup Co,2021-06-01T12:30:00.000Z,BMO,0.66,,,EDT,-14400000,EQUITY
136,CCORF,Canaccord Genuity Group Inc,2021-06-01T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
137,KEGX,Key Energy Services Inc,2021-06-01T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
138,RQHTF,Reliq Health Technologies Inc,2021-06-01T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
139,VLGEA,Village Super Market Inc,2021-06-01T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
140,ITI,Iteris Inc,2021-06-01T20:00:00.000Z,AMC,0.0,,,EDT,-14400000,EQUITY
141,MDLA,Medallia Inc,2021-06-01T20:00:00.000Z,AMC,-0.07,,,EDT,-14400000,EQUITY
142,KIRK,Kirkland's Inc,2021-06-01T12:30:00.000Z,BMO,-0.01,,,EDT,-14400000,EQUITY
143,IWSY,ImageWare Systems Inc,2021-06-01T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
144,PCLOF,Pharmacielo Ltd,2021-06-01T19:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
145,STNE,StoneCo Ltd,2021-06-01T20:00:00.000Z,AMC,0.18,,,EDT,-14400000,EQUITY
146,AAP,Advance Auto Parts Inc,2021-06-02T12:30:00.000Z,BMO,3.08,,,EDT,-14400000,EQUITY
147,GIII,G-III Apparel Group Ltd,2021-06-02T12:30:00.000Z,BMO,0.15,,,EDT,-14400000,EQUITY
148,LRCDF,Laurentian Bank of Canada,2021-06-02T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
149,CLDR,Cloudera Inc,2021-06-02T20:00:00.000Z,AMC,0.08,,,EDT,-14400000,EQUITY
150,CMD,Cantel Medical Corp,2021-06-02T12:30:00.000Z,BMO,0.6,,,EDT,-14400000,EQUITY
151,IDT,IDT Corp,2021-06-02T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
152,NAV,Navistar International Corp,2021-06-02T12:30:00.000Z,BMO,0.68,,,EDT,-14400000,EQUITY
153,SJM,J M Smucker Co,2021-06-02T07:00:00.000Z,TAS,1.66,,,EDT,-14400000,EQUITY
154,AI,C3Ai Inc,2021-06-02T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
155,SMTC,Semtech Corp,2021-06-02T20:00:00.000Z,AMC,0.52,,,EDT,-14400000,EQUITY
156,DCI,Donaldson Company Inc,2021-06-02T12:30:00.000Z,BMO,0.58,,,EDT,-14400000,EQUITY
157,PVH,PVH Corp,2021-06-02T20:00:00.000Z,AMC,0.83,,,EDT,-14400000,EQUITY
158,DSGX,Descartes Systems Group Inc,2021-06-02T20:00:00.000Z,AMC,0.17,,,EDT,-14400000,EQUITY
159,PAGS,PagSeguro Digital Ltd,2021-06-02T20:00:00.000Z,AMC,0.19,,,EDT,-14400000,EQUITY
160,DLNG,Dynagas LNG Partners LP,2021-06-02T10:59:00.000Z,TNS,0.19,,,EDT,-14400000,EQUITY
161,DOCU,DocuSign Inc,2021-06-02T10:59:00.000Z,TNS,0.28,,,EDT,-14400000,EQUITY
162,EGHSF,Enghouse Systems Ltd,2021-06-02T10:59:00.000Z,TNS,,,,EDT,-14400000,EQUITY
163,ESTC,Elastic NV,2021-06-02T20:00:00.000Z,AMC,-0.16,,,EDT,-14400000,EQUITY
164,KLXE,KLX Energy Services Holdings Inc,2021-06-02T12:30:00.000Z,BMO,-2.32,,,EDT,-14400000,EQUITY
165,OESX,Orion Energy Systems Inc,2021-06-02T12:30:00.000Z,BMO,0.1,,,EDT,-14400000,EQUITY
166,LE,Lands End Inc,2021-06-02T12:30:00.000Z,BMO,-0.29,,,EDT,-14400000,EQUITY
167,SFUN,Fang Holdings Ltd,2021-06-02T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
168,STGYF,Stingray Group Inc,2021-06-02T20:00:00.000Z,AMC,,,,EDT,-14400000,EQUITY
169,GHG,GreenTree Hospitality Group Ltd,2021-06-02T20:00:00.000Z,AMC,0.07,,,EDT,-14400000,EQUITY
170,NXGWF,Next Green Wave Holdings Inc,2021-06-02T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
171,GWRE,Guidewire Software Inc,2021-06-02T20:00:00.000Z,AMC,-0.24,,,EDT,-14400000,EQUITY
172,NM,Navios Maritime Holdings Inc,2021-06-02T12:30:00.000Z,BMO,,,,EDT,-14400000,EQUITY
173,SPLK,Splunk Inc,2021-06-02T20:00:00.000Z,AMC,-0.7,,,EDT,-14400000,EQUITY
174,SMAR,Smartsheet Inc,2021-06-02T20:00:00.000Z,AMC,-0.14,,,EDT,-14400000,EQUITY
175,NTAP,NetApp Inc,2021-06-02T20:00:00.000Z,AMC,1.12,,,EDT,-14400000,EQUITY
176,NCNO,nCino Inc,2021-06-02T20:00:00.000Z,AMC,-0.05,,,EDT,-14400000,EQUITY
177,RH,RH,2021-06-02T10:59:00.000Z,TNS,4.07,,,EDT,-14400000,EQUITY
